Class Name,Created By,Created Date,Last Modified By,Last Modified Date,Type,Purpose,How It's Used
RealEmailSenderResultTest,Keith Irwin,2026-03-11,Keith Irwin,2026-04-03,test,"Unit test for RealEmailSenderResult and DefaultEmailSender, verifying success/error wrapping of Messaging.SendEmailResult and interface delegation.",Executed by the Apex test runner (@isTest); sends test emails via Messaging.sendEmail/DefaultEmailSender and asserts on the wrapped IEmailSenderResult.
RegionalPricingCalculator,Liam Jeong,2026-07-07,Liam Jeong,2026-07-10,impl,"Pure utility for regional-services pricing: resolves a country's multiplier from a CMDT-sourced map (default 1.0), evaluates CMDT effective-dating windows, and computes the adjusted price as list price times multiplier rounded up to the nearest $5.","Called as a stateless helper by pricing prehooks/services (e.g., regional pricing multiplier application in ExpressionSet prehooks) needing country-multiplier lookup, effective-date checks, or $5-rounded price calculation; not itself an entry point (no @InvocableMethod/Aura/Rest annotations)."
RegionalPricingCalculatorTest,Liam Jeong,2026-07-07,Liam Jeong,2026-07-10,test,"Unit tests pinning RegionalPricingCalculator's country-multiplier lookup, effective-dating window logic, and round-up-to-nearest-$5 adjusted-price formula.",@isTest class; run by the Apex test runner as characterization coverage for RegionalPricingCalculator (no DML/RCA runtime).
RegionalServicesPricingPrehook,Marc DeBrey,2026-01-29,Liam Jeong,2026-07-09,impl,"Revenue Cloud pricing prehook that applies country-based regional multipliers (from Services_Regional_Pricing__mdt) to line ListPrice/UnitPrice, stamping UnitPrice and audit/waterfall fields like RegionalNetUnitPrice__c.",Invoked by RCA/RLM pricing orchestration as a RevSignaling.SignalingApexProcessor (registered ExpressionSet prehook) via its execute(TransactionRequest) method.
RegionalServicesPricingPrehookTest,Marc DeBrey,2026-01-29,Marc DeBrey,2026-06-10,test,"Test class covering RegionalServicesPricingPrehook's multiplier lookup, price rounding, item-update building, node assembly, context submission, and tag-parsing helper methods.",@IsTest class exercising RegionalServicesPricingPrehook's public/@TestVisible methods directly and via live Context.IndustriesContext calls.
RenewalAssetQuantityHandler,Nir Kailash,2026-06-11,Liam Jeong,2026-07-10,impl,"Normalizes asset-copied Renewal/New Maintenance QuoteLineItem billing Quantity to match the source Asset's quantity, flipping No Change QuoteActions to Renew (renewal) or Amend (new business, SC-3346/3412/3413) so the platform permits the non-zero quantity.","Called from QuoteLineItem after-insert trigger logic (enqueueQuantityNormalization) which defers to a Queueable, or directly via applyAssetQuantitiesForQuotes for tests/manual invocation."
RenewalAssetQuantityHandlerTest,Nir Kailash,2026-06-11,Liam Jeong,2026-06-16,test,"Unit and integration tests for RenewalAssetQuantityHandler's quantity-resolution, normalization-needed checks, and QuoteAction/QuoteLineItem update building for both Renewal Maintenance and New Maintenance product types.",@IsTest class invoking RenewalAssetQuantityHandler's public and @TestVisible static methods with hand-built and DML-inserted fixtures.
RenewalAssetQuantityQueueable,Nir Kailash,2026-06-11,Liam Jeong,2026-07-11,impl,"Async job that runs asset-quantity normalization and chains the renewal maintenance provisioning step after Place Sales Transaction completes during Asset Renew, publishing Pricing_Exception__e on failure instead of silently dropping (SC-3346).",Enqueued via System.enqueueJob from RenewalAssetQuantityHandler.enqueueQuantityNormalization; implements Queueable.execute(QueueableContext).
RenewalAssetQuantityQueueableTest,Liam Jeong,2026-07-11,Liam Jeong,2026-07-11,test,Tests the no-op/no-throw guarded execution path and the SC-3346 failure-telemetry publishFailure helper of RenewalAssetQuantityQueueable.,@isTest class calling execute(null) and publishFailure() directly on constructed RenewalAssetQuantityQueueable instances.
RenewalColaPayloadBuilder,Liam Jeong,2026-07-08,Liam Jeong,2026-07-13,impl,"Pure builder of ExpressionSet context-update payloads for renewal-COLA pricing, producing distinct output-only 'commit' (Subtotal/TotalLineAmount, no COLA stamp) and 'maintenance' (COLACalculatedPrice__c stamp) attribute sets to avoid SC-3350's input-attribute batch-poisoning bug.",Called by renewal-COLA pricing hooks (e.g. PartnerNetPricePosthook/renewal COLA builders) to assemble updateContextAttributes payloads; no SOQL/DML itself.
RenewalColaPayloadBuilderTest,Liam Jeong,2026-07-08,Liam Jeong,2026-07-13,test,"Unit tests verifying the exact attribute composition, ordering, and exclusions of RenewalColaPayloadBuilder's commit and maintenance payloads.",@IsTest class calling buildCommitPayload/buildMaintenancePayload directly and asserting on the returned map structure.
RenewalForecastAmount,Marc DeBrey,2026-06-24,Marc DeBrey,2026-06-24,impl,"Computes a Contract's standing renewal-forecast Opportunity Amount as the sum of recurring (term-based) Asset ARR (CurrentMrr x 12), uplifted by the contract's COLA override percent or the standard/CMDT default.","@InvocableMethod 'Calculate Renewal Forecast Amount' called from a Flow, given a list of Contract Ids."
RenewalForecastAmountTest,Marc DeBrey,2026-06-24,Marc DeBrey,2026-06-24,test,"Tests RenewalForecastAmount's ARR computation, COLA-override resolution (including expiry), default-COLA fallback, and the invocable entry point.",@isTest class calling the static computeAmount/resolveContractColaPct methods and the @InvocableMethod calculate() with a Contract fixture.
RenewalMaintenanceAutoAddHandler,Nir Kailash,2026-06-23,Liam Jeong,2026-07-10,impl,Programmatic fallback that adds a Renewal Maintenance (RRM) line and runs carryover cleanup when a renewal quote has BoKS perpetual but no renewal maintenance line; production now relies on the Year 2 Product Configuration Rule instead.,enqueueIfNeeded called from QuoteLineItem trigger logic to defer carryover cleanup; ensureRenewalMaintenancePresent invoked manually/by batch for the BoKS RRM auto-add fallback.
RenewalMaintenanceAutoAddHandlerTest,Nir Kailash,2026-06-23,Nir Kailash,2026-06-24,test,"Tests RenewalMaintenanceAutoAddHandler's no-op guards, BoKS-perpetual-triggered RRM auto-add, carryover-cleanup enqueue, and currency-matched Pricebook Entry selection in loadQuoteContexts.",@IsTest class (one method @SeeAllData=true against live BoKS catalog data) invoking the handler's public and @TestVisible methods.
RenewalMaintenanceCatalogBatchTest,Liam Jeong,2026-07-10,Liam Jeong,2026-07-10,test,Verifies RenewalMaintenanceCatalogProvisionBatch's dry-run mode performs zero DML against the live catalog.,"@isTest(SeeAllData=true) class that runs Database.executeBatch(new RenewalMaintenanceCatalogProvisionBatch(true), 50) and asserts record counts are unchanged."
RenewalMaintenanceCatalogProvisionBatch,Liam Jeong,2026-07-10,Liam Jeong,2026-07-10,impl,Batch job that completes the catalog for 'renew maintenance as itself' by adding non-default annual TermDefined ProductSellingModelOptions and mirrored PricebookEntries for active New-Maintenance products lacking a TermDefined selling model.,"Implements Database.Batchable<SObject>/Database.Stateful; invoked via Database.executeBatch(new RenewalMaintenanceCatalogProvisionBatch(dryRun), scopeSize) as an ad hoc/scheduled catalog-provisioning job."
RenewalMaintenanceColaCalculator,Liam Jeong,2026-07-07,Liam Jeong,2026-07-10,impl,"Pure calculator for renewal-maintenance COLA-uplifted commercial net price, handling prior-partner/discretionary discount dollars, contributor-base detection, and fallback to the prior year's stamped COLA net.","Invoked by renewal pricing hooks/posthooks (e.g. PartnerNetPricePosthook and related COLA logic) as a pure helper — no SOQL/DML, called directly from Apex."
RenewalMaintenanceColaCalculatorTest,Liam Jeong,2026-07-07,Liam Jeong,2026-07-10,test,"Unit tests for RenewalMaintenanceColaCalculator, covering COLA net computation off base price minus prior partner/discretionary discounts, contributor-base fallback to stamped COLACalculatedPrice, and discretionary/partner percent resolution helpers.",Test class exercised by the Apex test runner (@IsTest) against RenewalMaintenanceColaCalculator's static methods; not invoked from Flow or triggers.
RenewalMaintenanceNetCalculator,Liam Jeong,2026-07-13,Liam Jeong,2026-07-13,impl,"Pure, dependency-free calculator for the first-renewal derived-maintenance net: (source-asset gross base − prior partner$ − prior discretionary$) × (1 + COLA%), the client's three-component renewal model used in the DPP pricing procedure.",Invoked as a plain static utility method (computeFirstRenewalNet) from other Apex classes/pricing hooks that need a deterministic renewal-maintenance net calculation; no SOQL/DML so it is callable from any context.
RenewalMaintenanceNetCalculatorTest,Liam Jeong,2026-07-13,Liam Jeong,2026-07-13,test,Unit tests for RenewalMaintenanceNetCalculator validating the three-component first-renewal net formula against client/BoKS worked examples and null/non-positive guard behavior.,Test class (@IsTest) run by the Apex test framework against RenewalMaintenanceNetCalculator.computeFirstRenewalNet.
RenewalMaintenancePricingService,Nir Kailash,2026-06-11,Liam Jeong,2026-07-10,impl,"Writes COLA-uplifted net prices into the RLM pricing context (Context.IndustriesContext) for renewal-maintenance quote lines when DPP leaves NetUnitPrice at zero, both mid-transaction and as a post-persist finalize pass.",Exposes an @InvocableMethod (applyRenewalMaintenanceNetPrices) called from a Flow/pricing procedure hook during quote reprice/persist; also called directly as Apex (finalizeRenewalMaintenanceAfterPricing) after main pricing completes.
RenewalMaintenancePricingServiceTest,Nir Kailash,2026-06-11,Liam Jeong,2026-06-12,test,"Unit/integration tests for RenewalMaintenancePricingService covering COLA net computation, line-total resolution, context-update path parsing, and the invocable request/response wrapper behavior via test-only I/O seams.","Test class (@IsTest) invoking RenewalMaintenancePricingService's public/TestVisible methods, including simulated Context API responses via the class's TestVisible override seams."
RenewalMaintenanceProvisionService,Liam Jeong,2026-07-10,Liam Jeong,2026-07-12,impl,"On a renewal quote, replaces each owned OneTime New-Maintenance carryover line with the same product on a TermDefined selling model sourced as a Renew node from the customer's asset, so pricing commits the uplifted COLA net instead of freezing at $0; publishes a warning when no matching TermDefined PricebookEntry exists.",Invoked as Apex (provision(Set<Id> quoteIds)) from trigger/handler logic on renewal quote line changes; not exposed via @InvocableMethod.
RenewalMaintenanceProvisionServiceTest,Liam Jeong,2026-07-10,Liam Jeong,2026-07-11,test,"Unit tests for RenewalMaintenanceProvisionService's guard/no-op paths (bypass flag, empty/null inputs, bulk non-carryover quotes) and the missing-TermDefined-PBE warning telemetry, noting the full DML swap path is only testable as a live RLM integration test.",Test class (@IsTest) run by the Apex test framework against RenewalMaintenanceProvisionService.provision and publishMissingTermDefinedPbeWarning.
RenewalQuoteActionStamp,Liam Jeong,2026-06-15,Liam Jeong,2026-07-10,impl,"Before-insert handler that mints (or reuses) a Type='Renew' QuoteAction for configurator-auto-added renewal-maintenance quote lines lacking one, anchoring it to the customer's owned New Maintenance (preferred) or Perpetual asset so the line prices as a born Renew node.","Called from a QuoteLineItem before-insert trigger handler (synthesizeRenewQuoteActions), mutating in-memory QLI records to set QuoteActionId before persist."
RenewalQuoteActionStampTest,Liam Jeong,2026-06-15,Liam Jeong,2026-07-10,test,"Unit tests for RenewalQuoteActionStamp verifying preference for New Maintenance over Perpetual assets, no-stamp when no eligible asset exists, QuoteAction reuse/dedup, non-renewal-maintenance skip, bypass flag, and bulk stamping.",Test class (@IsTest) that inserts QuoteLineItem records to trigger RenewalQuoteActionStamp via the QuoteLineItem before-insert trigger.
